aX,aY,aZ,gX,gY,gZ
-0.060,0.290,0.826,-5.859,-21.118,11.475
-0.068,0.300,0.981,-17.578,-13.550,19.897
-0.079,0.271,1.029,-41.138,-2.197,23.193
-0.089,0.247,1.046,-49.805,2.747,22.400
-0.099,0.233,1.042,-44.067,2.563,23.621
-0.111,0.213,0.988,-34.729,0.183,22.034
-0.099,0.214,0.944,-30.457,0.122,19.226
-0.113,0.172,0.865,-34.729,-1.221,20.020
-0.109,0.146,0.803,-38.391,-3.052,14.465
-0.125,0.068,0.838,-33.386,-6.104,12.512
-0.146,0.003,0.882,-32.410,-10.925,15.320
-0.145,-0.048,0.943,-32.837,-11.780,20.691
-0.126,-0.055,1.013,-32.410,-10.498,27.039
-0.078,-0.046,1.027,-33.691,-10.864,31.921
-0.018,0.022,1.029,-33.325,-12.939,33.508
0.008,0.083,1.056,-36.682,-12.634,29.846
0.021,0.160,1.092,-47.180,-11.658,23.926
0.017,0.179,1.079,-47.791,-14.465,20.325
-0.015,0.185,1.075,-43.640,-18.616,15.320
-0.042,0.162,1.068,-39.551,-20.386,13.794
-0.062,0.114,1.063,-28.931,-22.095,16.296
-0.075,0.081,1.081,-23.193,-20.447,19.470
-0.049,0.086,1.076,-24.902,-16.968,22.339
-0.036,0.122,1.115,-27.161,-12.573,23.132
-0.017,0.135,1.083,-30.029,-7.874,23.865
-0.027,0.148,1.086,-28.015,-4.272,23.071
-0.015,0.157,1.078,-26.306,0.854,21.057
-0.026,0.155,1.062,-21.667,1.343,20.264
-0.040,0.160,1.045,-17.517,2.075,16.479
-0.060,0.132,1.009,-15.015,1.831,14.282
-0.076,0.107,0.971,-12.268,1.770,12.573
-0.073,0.104,0.956,-8.606,1.587,11.292
-0.063,0.099,0.942,-5.798,-0.305,10.559
-0.056,0.099,0.938,-3.296,-3.052,9.460
-0.059,0.077,0.945,-2.991,-4.517,10.193
-0.060,0.079,0.947,-6.592,-5.798,9.705
-0.068,0.098,0.952,-10.803,-7.019,8.606
-0.066,0.113,0.951,-13.123,-7.690,7.812
-0.056,0.143,0.978,-12.512,-8.423,6.836
-0.037,0.129,0.981,-12.451,-7.385,7.996
-0.040,0.157,1.038,-16.968,-5.066,4.456
-0.033,0.109,1.047,-16.174,-1.892,11.292
-0.035,0.103,1.062,-14.648,0.488,12.756
-0.021,0.105,1.073,-12.024,2.808,14.771
-0.018,0.104,1.086,-10.925,4.700,15.869
-0.021,0.110,1.078,-12.329,6.470,14.893
-0.024,0.112,1.048,-12.939,5.493,13.672
-0.032,0.107,1.026,-13.062,4.395,12.207
-0.041,0.115,0.973,-13.977,0.793,10.254
-0.047,0.106,0.925,-12.817,-3.052,9.521
-0.053,0.101,0.883,-12.573,-5.066,9.399
-0.062,0.086,0.865,-12.878,-4.578,9.827
-0.069,0.073,0.855,-14.282,-4.272,10.254
-0.081,0.062,0.881,-14.282,-2.136,10.559
-0.081,0.049,0.919,-11.047,0.061,11.108
-0.075,0.040,0.949,-5.798,1.038,11.047
-0.051,0.029,0.982,3.296,3.723,13.855
-0.043,0.012,0.990,4.395,3.967,13.428
-0.045,0.001,0.997,2.136,6.226,12.756
-0.038,0.002,0.985,0.488,9.338,13.184
-0.035,0.020,0.967,-1.953,9.888,10.620
-0.035,0.026,0.939,-2.625,10.010,7.935
-0.049,0.015,0.930,-1.709,8.789,5.615
-0.066,-0.016,0.913,-1.953,8.118,4.883
-0.074,-0.040,0.896,-3.418,8.484,6.409
-0.083,-0.042,0.921,-6.287,8.240,10.071
-0.066,-0.049,0.881,-14.282,8.423,14.771
-0.073,-0.024,0.869,-17.090,15.930,15.747
-0.072,0.003,0.842,-19.287,18.250,16.907
-0.078,0.029,0.830,-20.142,16.907,16.724
-0.063,0.042,0.822,-17.517,15.381,15.320
-0.075,0.040,0.887,-13.916,13.733,12.512
-0.075,0.019,0.931,-6.042,10.193,14.648
-0.060,0.042,0.971,-3.601,8.972,11.536
-0.055,0.052,1.017,0.305,7.080,10.742
-0.046,0.062,1.044,0.183,7.751,9.399
-0.050,0.078,1.057,-5.554,9.399,6.531
-0.057,0.080,1.045,-9.949,10.193,2.808

-0.485,-0.232,2.925,13.245,-36.011,-27.161
-0.500,-0.297,2.906,12.573,-23.682,-20.630
-0.473,-0.409,2.820,23.865,0.427,-5.249
-0.367,-0.489,2.651,42.725,22.461,6.836
-0.253,-0.531,2.463,59.998,41.260,10.071
-0.168,-0.541,2.233,75.073,55.115,10.742
-0.093,-0.459,1.933,92.163,65.552,9.216
-0.023,-0.293,1.612,111.145,78.857,9.216
0.022,-0.178,1.187,139.160,71.289,6.836
0.091,-0.106,0.853,176.758,52.917,0.854
0.115,-0.118,0.655,228.027,19.653,-0.977
0.127,-0.202,0.441,273.987,-14.282,-3.845
0.215,-0.210,0.219,279.480,-31.860,-15.930
0.213,-0.291,-0.010,221.985,-33.569,-25.879
0.163,-0.360,-0.254,122.070,-28.137,-33.630
0.047,-0.415,-0.347,37.170,-10.071,-41.809
-0.021,-0.426,-0.338,-9.766,-3.418,-49.500
-0.079,-0.266,-0.189,-5.981,-1.221,-59.387
-0.029,-0.107,-0.208,17.578,1.587,-55.359
0.023,-0.023,-0.306,33.569,4.639,-59.082
0.058,-0.002,-0.392,38.208,5.920,-69.092
0.039,0.025,-0.368,38.635,8.545,-74.890
0.029,0.029,-0.329,39.063,12.024,-68.604
0.029,0.018,-0.285,37.231,14.099,-56.152
0.033,0.021,-0.255,25.330,17.822,-46.021
0.058,0.034,-0.148,7.385,27.344,-38.818
0.022,0.045,0.031,2.441,18.433,-29.175
0.018,0.035,0.153,5.493,10.498,-17.029
0.000,0.027,0.257,7.019,8.972,-7.202
-0.040,0.016,0.371,0.427,6.165,-2.563
-0.041,0.061,0.448,-4.639,8.057,3.296
-0.051,0.107,0.490,-2.502,4.761,12.085
-0.057,0.159,0.502,-0.732,0.427,17.578
-0.061,0.215,0.504,-5.127,-2.502,18.799
-0.088,0.220,0.538,-13.428,-7.324,19.409
-0.137,0.239,0.581,-20.508,-11.230,13.672
-0.161,0.255,0.663,-18.127,-15.381,10.681
-0.176,0.254,0.733,-12.085,-21.179,13.672
-0.175,0.212,0.793,-9.155,-24.048,18.127
-0.185,0.162,0.867,-14.587,-22.217,18.372
-0.172,0.129,0.890,-23.254,-18.738,18.738
-0.147,0.105,0.894,-26.306,-17.456,18.433
-0.124,0.067,0.923,-24.048,-17.212,17.944
-0.110,0.069,0.947,-20.447,-17.822,15.198
-0.105,0.059,0.952,-19.409,-16.785,13.367
-0.107,0.068,0.935,-20.874,-16.235,10.681
-0.110,0.086,0.903,-21.118,-18.005,8.606
-0.123,0.092,0.887,-19.470,-20.325,6.409
-0.140,0.082,0.878,-16.296,-23.560,9.583
-0.148,0.078,0.865,-14.038,-23.071,12.573
-0.157,0.066,0.866,-17.639,-18.921,18.188
-0.133,0.071,0.837,-25.818,-13.428,23.682
-0.113,0.080,0.849,-30.701,-8.423,28.137
-0.100,0.046,0.864,-33.630,-3.662,31.189
-0.084,0.024,0.900,-30.518,-3.357,31.982
-0.075,0.029,0.918,-26.733,0.366,34.851
-0.052,0.050,0.946,-18.066,-0.549,32.227
-0.040,0.078,0.960,-8.423,-5.493,28.442
-0.037,0.117,0.987,-4.333,-6.836,23.254
-0.032,0.158,1.030,-2.319,-11.475,19.653
-0.042,0.178,1.068,-7.385,-10.986,15.442
-0.056,0.141,1.080,-14.282,-5.798,14.771
-0.067,0.102,1.056,-19.958,-1.831,14.893
-0.081,0.086,1.042,-24.414,4.639,14.343
-0.091,0.105,1.040,-29.236,8.179,15.991
-0.108,0.114,1.023,-27.222,9.644,22.522
-0.114,0.125,0.976,-26.550,13.794,24.902
-0.114,0.146,0.935,-26.855,18.372,26.123
-0.099,0.168,0.893,-24.719,19.958,27.039
-0.085,0.167,0.890,-18.372,17.151,26.367
-0.074,0.165,0.914,-15.930,15.320,23.132
-0.073,0.181,0.952,-16.174,8.362,23.010
-0.084,0.180,0.983,-17.578,1.038,22.461
-0.090,0.183,0.996,-20.447,-1.709,20.935
-0.101,0.191,1.000,-24.780,-5.493,21.179
-0.107,0.183,0.975,-29.846,-7.141,21.545
-0.116,0.158,0.967,-30.823,-7.629,21.667
-0.119,0.120,0.967,-31.799,-7.385,23.560
-0.100,0.095,0.970,-34.729,-5.676,25.208
-0.088,0.082,0.994,-33.875,-3.723,25.696
-0.070,0.072,1.004,-31.494,-0.793,25.452
-0.054,0.089,1.010,-27.710,-0.366,22.217
-0.065,0.077,1.040,-18.738,-1.465,19.531
-0.069,0.047,1.063,-12.329,-1.831,16.418
-0.069,0.042,1.076,-8.362,-2.014,12.451
-0.072,0.037,1.060,-4.333,-2.258,9.766
-0.070,0.042,1.036,-1.831,-2.258,6.897
-0.082,0.033,1.013,-0.610,-1.282,5.554
-0.098,0.020,0.970,-2.380,-0.305,4.028
-0.109,0.018,0.922,-6.836,0.732,4.272
-0.099,0.033,0.864,-12.268,0.000,4.089
-0.099,0.033,0.840,-14.221,-2.563,4.028
-0.104,0.020,0.857,-13.184,-5.432,4.639
-0.118,-0.002,0.896,-11.353,-7.263,6.836
-0.128,-0.033,0.931,-8.850,-6.409,10.498
-0.134,-0.054,0.935,-11.108,-2.563,14.404
-0.129,-0.045,0.914,-17.090,2.502,17.456
-0.117,-0.015,0.873,-21.729,5.066,18.555
-0.104,0.034,0.842,-22.949,4.700,16.052
-0.097,0.055,0.827,-20.447,1.892,13.000
-0.091,0.058,0.828,-15.137,-3.052,9.155
-0.084,0.054,0.860,-7.996,-9.033,5.981
-0.069,0.043,0.909,0.061,-14.587,4.700
-0.066,0.030,0.979,3.540,-15.869,3.174
-0.076,0.003,1.033,0.977,-12.512,4.333
-0.082,-0.006,1.054,-6.348,-6.470,5.981
-0.085,-0.002,1.056,-12.817,-0.122,8.789
-0.086,0.021,1.032,-18.677,4.089,10.254
-0.089,0.042,0.992,-21.973,5.981,11.719
-0.089,0.064,0.966,-23.071,5.249,11.292
-0.096,0.071,0.980,-19.897,3.113,10.498
-0.100,0.055,0.990,-17.090,1.160,9.949
-0.094,0.047,0.987,-15.808,0.122,8.850
-0.077,0.052,0.970,-13.611,-0.977,7.568
-0.073,0.039,0.963,-11.719,-2.441,4.822
-0.073,0.016,0.979,-8.606,-4.700,2.197
-0.080,-0.006,1.004,-4.822,-5.798,0.610
-0.087,-0.011,1.008,-4.761,-5.615,-0.732
-0.083,-0.009,0.990,-4.700,-5.432,-2.075

-0.216,-0.410,3.149,67.749,-67.444,-79.102
-0.234,-0.459,3.276,75.012,-61.157,-70.984
-0.155,-0.575,3.351,91.797,-45.227,-47.791
-0.039,-0.619,3.226,100.281,-12.817,-33.264
0.046,-0.670,3.034,102.783,28.198,-26.428
0.068,-0.649,2.806,102.905,66.345,-24.048
0.126,-0.554,2.399,98.145,99.426,-21.667
0.207,-0.381,1.967,100.647,118.958,-16.968
0.257,-0.163,1.434,106.567,122.009,-18.066
0.316,-0.025,0.916,130.127,112.427,-27.161
0.333,0.048,0.532,164.062,95.154,-45.044
0.321,-0.035,0.169,190.186,66.040,-55.969
0.204,-0.260,-0.095,201.538,40.833,-58.289
0.044,-0.574,-0.309,174.988,18.433,-47.363
-0.095,-0.758,-0.489,109.924,8.545,-32.227
-0.200,-0.780,-0.583,36.133,10.254,-20.874
-0.216,-0.609,-0.529,-17.334,14.160,-16.846
-0.143,-0.293,-0.520,-38.635,15.991,-6.409
-0.040,-0.028,-0.497,-33.752,17.151,-0.183
0.026,0.158,-0.448,-13.062,11.475,-8.301
0.095,0.238,-0.400,7.141,18.433,-24.109
0.030,0.138,-0.335,24.597,20.264,-32.837
0.007,0.004,-0.316,43.457,15.503,-40.955
-0.038,-0.105,-0.232,63.232,10.254,-41.931
-0.070,-0.169,-0.147,66.040,7.996,-38.696
-0.087,-0.198,-0.086,52.979,9.155,-31.128
-0.059,-0.141,-0.013,29.846,16.296,-22.888
-0.034,-0.092,0.091,8.179,25.146,-15.869
0.025,0.032,0.216,-13.550,25.574,-10.559
0.071,0.121,0.348,-17.761,19.714,-0.732
0.054,0.145,0.469,-16.907,13.611,11.597
0.065,0.185,0.527,-17.639,14.954,19.653
0.048,0.196,0.577,-17.578,19.165,27.527
0.067,0.253,0.606,-26.184,23.621,25.696
0.035,0.291,0.611,-30.029,23.865,25.452
-0.028,0.254,0.620,-24.292,18.982,21.179
-0.074,0.224,0.633,-13.306,14.893,13.428
-0.114,0.156,0.637,1.099,5.615,14.099
-0.156,0.054,0.645,7.874,-2.502,15.747
-0.195,-0.042,0.664,3.845,-6.714,17.273
-0.215,-0.097,0.665,-9.277,-9.521,19.348
-0.209,-0.084,0.676,-26.001,-14.587,20.325
-0.206,-0.057,0.707,-35.828,-22.705,22.705
-0.199,-0.028,0.788,-40.100,-27.771,25.391
-0.177,0.034,0.914,-42.786,-31.311,26.733
-0.162,0.056,1.031,-40.466,-31.677,27.405
-0.175,0.031,1.135,-35.095,-26.672,26.978
-0.176,0.008,1.144,-30.334,-19.958,26.611
-0.174,0.036,1.089,-28.137,-13.733,24.292
-0.178,0.035,1.021,-25.330,-10.315,20.813
-0.195,0.032,1.017,-19.653,-10.437,19.409
-0.195,0.027,1.002,-14.465,-12.878,18.005
-0.184,0.031,0.990,-13.916,-14.954,16.724
-0.164,0.028,0.981,-14.404,-17.517,15.564
-0.167,0.019,1.021,-12.268,-19.897,15.991
-0.166,-0.008,1.080,-12.268,-19.775,19.409
-0.140,-0.017,1.088,-16.541,-17.456,22.095
-0.120,0.010,1.084,-18.433,-11.963,20.996
-0.100,0.006,1.086,-21.790,-9.033,19.897
-0.094,0.013,1.124,-12.329,-15.320,19.226
-0.082,0.000,1.157,-4.028,-15.076,20.630
-0.068,-0.013,1.134,-5.981,-9.888,20.264
-0.072,0.001,1.125,-7.935,-3.418,19.287
-0.068,-0.015,1.071,-15.015,0.732,19.592
-0.084,-0.026,1.020,-18.799,2.625,18.677
-0.091,-0.031,0.990,-20.569,3.784,19.226
-0.097,-0.023,0.951,-23.437,3.479,19.775
-0.101,-0.025,0.931,-23.315,2.747,20.447
-0.102,-0.029,0.923,-24.780,1.892,19.714
-0.100,-0.021,0.898,-27.039,0.366,18.738
-0.078,-0.011,0.889,-29.053,2.625,12.817
-0.074,0.011,0.893,-28.076,0.916,14.648
-0.080,0.026,0.883,-24.353,-0.122,11.658
-0.099,0.017,0.870,-22.461,0.671,7.996
-0.110,0.021,0.834,-19.287,-0.488,6.226
-0.125,-0.011,0.843,-11.658,-4.211,8.362
-0.146,-0.043,0.886,-5.310,-9.460,11.475
-0.161,-0.059,0.941,-4.883,-10.498,15.686
-0.158,-0.042,0.976,-9.827,-9.216,18.311
-0.144,-0.018,0.971,-16.968,-7.874,20.508
-0.124,0.017,0.938,-23.560,-6.775,20.569
-0.106,0.042,0.919,-24.658,-8.118,19.531
-0.094,0.047,0.938,-19.714,-12.451,17.700
-0.090,0.044,0.978,-15.991,-15.564,15.686
-0.088,0.014,1.011,-13.794,-15.991,14.893
-0.082,-0.008,1.046,-10.559,-15.198,14.648
-0.083,-0.046,1.080,-7.690,-11.780,15.747
-0.085,-0.071,1.098,-8.301,-6.836,15.442
-0.073,-0.067,1.083,-9.766,-2.319,15.930
-0.065,-0.066,1.039,-9.949,1.465,16.846
-0.062,-0.046,0.994,-11.597,3.479,16.602
-0.060,-0.033,0.961,-12.695,3.784,15.442
-0.062,-0.029,0.932,-13.062,0.916,13.916
-0.061,-0.030,0.914,-13.000,-2.136,13.184
-0.064,-0.031,0.905,-12.756,-4.211,13.123
-0.051,-0.020,0.888,-14.282,-4.211,13.245
-0.044,-0.016,0.879,-16.296,-3.845,12.573
-0.043,-0.041,0.882,-16.846,-3.479,12.085
-0.063,-0.084,0.901,-16.724,-4.150,9.216
-0.072,-0.103,0.924,-13.977,-4.272,9.888
-0.077,-0.102,0.930,-13.855,-3.723,10.681
-0.071,-0.094,0.914,-12.756,-3.113,11.658
-0.077,-0.098,0.899,-11.963,-3.174,11.536
-0.076,-0.094,0.872,-12.939,-3.723,10.620
-0.081,-0.078,0.860,-14.465,-6.042,9.155
-0.083,-0.059,0.864,-13.489,-9.094,8.118
-0.073,-0.045,0.895,-11.292,-12.207,6.287
-0.068,-0.050,0.963,-5.737,-15.259,5.859
-0.071,-0.063,1.016,-4.089,-15.808,5.249
-0.075,-0.067,1.074,-2.380,-13.794,5.127
-0.071,-0.059,1.104,-0.061,-10.986,5.737
-0.065,-0.055,1.109,1.648,-6.836,6.104
-0.054,-0.053,1.086,1.099,-2.441,5.432
-0.050,-0.052,1.047,-0.610,0.610,4.395
-0.048,-0.061,1.006,-0.427,2.075,3.723
-0.059,-0.055,0.986,7.202,8.728,1.953
-0.062,-0.070,0.962,1.160,4.578,5.188
-0.062,-0.077,0.919,-6.226,4.028,5.859
-0.068,-0.077,0.897,-10.620,5.615,5.493

-0.167,-0.352,3.069,97.900,-41.382,-29.724
-0.215,-0.619,3.096,110.474,-33.264,-22.766
-0.247,-0.780,2.974,102.783,-17.456,-15.442
-0.271,-0.788,2.807,89.050,8.362,-10.498
-0.246,-0.716,2.664,83.618,23.560,-7.080
-0.160,-0.526,2.298,79.346,46.692,2.441
-0.175,-0.386,1.967,85.449,59.875,5.615
-0.158,-0.242,1.629,86.365,71.106,2.075
-0.156,-0.114,1.239,82.031,74.829,-4.517
-0.148,-0.073,0.890,98.206,69.763,-4.639
-0.102,-0.123,0.617,128.784,56.152,-3.479
-0.058,-0.242,0.361,154.846,30.029,6.958
-0.077,-0.394,0.247,144.836,7.324,20.691
-0.086,-0.492,0.233,105.347,-3.967,29.114
-0.020,-0.485,0.257,61.157,-2.197,30.823
-0.006,-0.438,0.465,40.283,12.451,4.883
0.158,-0.092,0.436,36.316,33.142,-19.409
0.308,0.039,0.129,37.231,43.335,-37.903
0.362,0.205,-0.117,38.940,49.683,-73.181
0.355,0.258,-0.416,53.650,47.546,-85.815
0.299,0.186,-0.665,91.736,25.085,-87.708
0.132,0.028,-0.700,129.822,3.906,-82.825
0.068,-0.099,-0.662,138.489,-2.808,-71.106
0.003,-0.173,-0.621,123.657,-6.897,-49.866
-0.029,-0.194,-0.625,87.769,-4.395,-27.588
-0.021,-0.178,-0.597,43.213,0.610,-12.817
-0.069,-0.076,-0.416,11.353,3.601,-7.019
-0.068,0.016,-0.284,-1.221,4.517,3.662
-0.044,0.121,-0.190,-3.967,4.456,8.667
-0.034,0.202,-0.100,2.319,-3.540,10.254
-0.044,0.198,0.041,12.207,-11.108,10.803
-0.044,0.174,0.190,14.221,-15.930,7.568
-0.063,0.168,0.331,10.071,-18.738,3.235
-0.085,0.147,0.404,3.540,-21.606,1.831
-0.119,0.149,0.499,-8.301,-24.902,2.258
-0.133,0.177,0.591,-23.437,-27.100,5.798
-0.143,0.229,0.732,-35.522,-28.503,10.193
-0.123,0.262,0.874,-42.358,-27.771,14.099
-0.108,0.289,1.022,-38.940,-25.391,15.198
-0.098,0.288,1.109,-28.748,-20.386,15.686
-0.104,0.269,1.153,-23.865,-13.977,13.428
-0.124,0.217,1.150,-21.545,-9.338,10.498
-0.136,0.180,1.092,-18.921,-5.371,7.019
-0.132,0.157,1.023,-20.264,-5.737,3.784
-0.137,0.098,0.945,-20.874,-10.864,3.235
-0.153,0.047,0.931,-24.109,-13.000,3.662
-0.172,0.029,0.936,-35.095,-15.015,6.165
-0.166,0.062,0.898,-50.049,-13.611,9.216
-0.139,0.082,0.855,-62.439,-13.672,10.681
-0.128,0.056,0.876,-61.401,-16.541,10.803
-0.128,-0.006,0.902,-61.401,-15.747,12.085
-0.128,-0.032,0.904,-60.364,-14.648,13.550
-0.124,-0.067,0.880,-57.129,-11.292,14.954
-0.113,-0.055,0.870,-50.049,-4.700,12.939
-0.093,-0.049,0.850,-43.335,-7.507,13.245
-0.067,-0.032,0.842,-38.086,-14.771,9.888
-0.063,-0.030,0.896,-27.283,-22.278,8.850
-0.042,-0.031,0.938,-22.400,-27.161,6.531
-0.042,-0.029,0.993,-19.287,-32.654,8.179
-0.059,-0.053,1.038,-17.944,-33.142,8.972
-0.067,-0.080,1.059,-22.339,-28.870,11.719
-0.072,-0.083,1.050,-27.222,-25.330,14.160
-0.071,-0.071,1.038,-28.442,-23.193,16.846
-0.058,-0.047,1.067,-26.245,-22.705,18.738
-0.048,-0.028,1.077,-25.513,-22.766,20.813
-0.026,0.023,1.076,-26.245,-20.752,19.897
-0.009,0.059,1.095,-22.278,-19.897,19.409
-0.000,0.062,1.134,-20.935,-17.517,17.639
-0.008,0.058,1.178,-18.982,-12.512,16.296
-0.009,0.066,1.158,-21.484,-5.249,14.709
-0.011,0.069,1.097,-24.780,2.808,12.329
-0.013,0.078,1.057,-25.146,7.629,10.010
-0.025,0.063,1.026,-19.043,3.296,8.484
-0.044,0.013,1.018,-11.047,-0.305,9.155
-0.067,-0.036,1.027,-7.751,-1.099,10.010
-0.086,-0.075,1.033,-10.742,0.793,12.512
-0.089,-0.100,1.006,-16.724,4.333,15.564
-0.068,-0.047,0.977,-23.071,6.836,17.395
-0.037,0.021,0.969,-23.376,5.920,17.883
-0.024,0.039,0.995,-20.813,3.235,16.479
-0.025,0.025,1.025,-16.357,0.244,14.465
-0.011,0.013,1.030,-14.465,-1.160,12.268
-0.011,-0.015,1.018,-16.418,-0.732,10.376
-0.025,-0.064,1.014,-18.188,2.136,10.254
-0.029,-0.096,0.995,-20.691,5.066,11.414
-0.033,-0.109,0.964,-23.865,7.690,12.573
-0.035,-0.099,0.948,-23.010,7.324,13.184
-0.047,-0.097,0.945,-21.545,6.653,13.611
-0.057,-0.096,0.930,-20.447,6.226,13.489
-0.053,-0.076,0.901,-20.691,4.822,12.268
-0.060,-0.060,0.884,-17.822,1.770,11.353
-0.051,-0.044,0.868,-15.808,-1.282,10.376
-0.044,-0.040,0.883,-13.550,-4.272,9.460
-0.035,-0.048,0.915,-13.062,-5.493,8.728
-0.021,-0.054,0.945,-15.625,-4.639,6.775
-0.024,-0.074,0.994,-17.456,-3.174,4.456
-0.037,-0.109,1.023,-17.578,-0.122,4.211
-0.042,-0.139,1.014,-19.409,1.831,3.601
-0.042,-0.128,0.982,-15.991,1.099,4.639
-0.037,-0.138,0.958,-12.573,-0.366,5.920
-0.039,-0.129,0.943,-12.390,-2.014,5.676
-0.036,-0.126,0.935,-10.864,-2.869,6.531
-0.030,-0.120,0.907,-9.338,-4.211,7.141
-0.030,-0.116,0.880,-8.301,-9.033,7.629
-0.031,-0.114,0.857,-5.798,-11.292,8.667
-0.033,-0.121,0.838,-3.479,-14.038,8.789
-0.048,-0.123,0.832,-4.578,-15.198,8.301
-0.064,-0.134,0.826,-7.812,-14.221,9.033
-0.083,-0.154,0.815,-11.719,-12.817,10.437
-0.091,-0.154,0.801,-15.869,-11.475,11.719
-0.092,-0.144,0.793,-20.691,-9.827,12.573
-0.088,-0.133,0.797,-23.437,-9.583,12.146
-0.076,-0.117,0.803,-22.095,-10.986,12.268
-0.062,-0.112,0.824,-20.569,-12.207,11.475
-0.046,-0.100,0.862,-18.433,-13.062,10.437
-0.035,-0.078,0.885,-14.282,-14.160,8.728
-0.035,-0.083,0.907,-8.911,-15.320,5.981
-0.043,-0.095,0.929,-4.883,-16.296,3.174
-0.054,-0.122,0.943,-2.319,-14.954,2.014

-0.085,-0.493,3.122,77.881,-56.274,-52.490
-0.241,-0.706,3.483,101.746,-49.316,-43.945
-0.328,-0.833,3.603,116.455,-23.682,-32.410
-0.247,-0.792,3.313,120.361,14.221,-23.987
-0.152,-0.679,2.913,125.977,51.636,-19.897
-0.060,-0.567,2.515,136.108,73.425,-15.198
-0.055,-0.436,2.229,143.982,81.055,-22.949
-0.032,-0.351,1.962,163.940,84.106,-31.067
0.019,-0.254,1.649,190.491,79.712,-39.795
0.089,-0.138,1.286,197.266,76.782,-47.668
0.162,-0.111,0.798,184.021,69.153,-50.537
0.213,-0.153,0.271,178.101,45.227,-55.420
0.208,-0.304,-0.147,182.983,13.245,-52.124
0.147,-0.508,-0.399,167.786,-17.395,-43.518
0.036,-0.692,-0.495,124.390,-29.419,-29.236
0.019,-0.656,-0.595,53.101,-22.339,-20.508
0.047,-0.436,-0.662,-20.325,-10.010,-10.559
0.044,-0.179,-0.677,-72.632,-1.282,-7.996
0.035,0.044,-0.521,-73.792,-2.136,-21.057
0.001,0.200,-0.396,-29.663,-5.920,-30.823
0.026,0.257,-0.402,12.207,-3.357,-45.593
0.052,0.305,-0.489,40.894,-0.122,-59.387
0.015,0.209,-0.541,57.007,6.226,-64.941
-0.003,0.076,-0.612,60.730,8.423,-65.002
-0.045,-0.020,-0.606,49.805,6.897,-61.768
-0.030,-0.062,-0.558,41.077,3.662,-51.208
-0.029,-0.084,-0.393,35.522,1.648,-38.452
0.002,-0.063,-0.186,21.790,1.282,-24.170
0.022,-0.049,-0.082,12.390,0.977,-17.944
0.042,-0.015,0.116,-2.502,1.343,-8.179
0.041,-0.001,0.299,-12.634,4.333,-0.427
0.029,0.005,0.454,-21.851,4.700,5.371
0.026,0.004,0.521,-31.799,3.540,8.667
0.006,0.063,0.636,-39.734,4.150,10.315
0.000,0.132,0.692,-42.664,4.700,15.991
-0.021,0.151,0.706,-44.739,4.944,14.221
-0.060,0.154,0.767,-42.725,5.676,6.592
-0.094,0.114,0.790,-36.011,4.272,11.536
-0.100,0.026,0.734,-31.372,2.319,14.343
-0.099,-0.005,0.728,-30.640,-0.122,13.184
-0.114,-0.039,0.770,-26.306,-4.517,16.724
-0.135,-0.049,0.833,-21.667,-9.766,21.179
-0.129,-0.027,0.898,-20.569,-15.381,24.353
-0.134,-0.007,0.987,-24.841,-17.700,26.489
-0.135,-0.012,1.056,-32.776,-18.188,28.625
-0.129,0.009,1.125,-41.809,-16.235,30.945
-0.087,0.044,1.145,-39.063,-16.846,35.583
-0.056,0.045,1.170,-32.593,-14.709,32.715
-0.065,-0.012,1.210,-26.123,-13.855,31.128
-0.067,-0.051,1.206,-16.418,-7.996,27.588
-0.064,-0.036,1.132,-13.611,-5.371,22.949
-0.070,-0.010,1.056,-10.376,-4.395,20.935
-0.076,-0.002,0.997,-8.240,-4.211,20.996
-0.053,0.007,0.959,-9.338,-5.920,26.123
-0.088,0.030,0.928,-13.977,-9.277,27.527
-0.064,0.039,0.940,-12.024,-10.193,26.855
-0.058,0.031,1.007,-7.507,-11.475,28.503
-0.039,0.023,1.065,-8.789,-7.751,28.564
-0.021,0.042,1.061,-14.282,-4.211,26.794
-0.018,0.056,1.028,-16.052,-3.540,23.010
-0.032,0.057,1.025,-14.771,-5.859,18.799
-0.016,0.054,1.004,-15.198,-8.179,14.526
-0.034,0.031,1.002,-11.414,-11.780,16.113
-0.039,0.013,1.014,-11.963,-11.841,14.160
-0.050,-0.017,1.013,-10.376,-12.146,14.526
-0.039,-0.007,0.988,-8.789,-11.047,15.320
-0.044,-0.010,0.995,-7.874,-9.277,16.785
-0.043,-0.020,1.019,-7.019,-4.883,16.846
-0.048,0.008,1.049,-5.615,-0.854,17.700
-0.035,0.042,1.040,-1.038,0.732,18.738
-0.028,0.044,1.001,-2.502,2.502,16.541
-0.035,0.059,0.984,-8.179,3.357,12.939
-0.035,0.058,0.948,-9.521,0.671,12.695
-0.037,0.052,0.932,-12.329,-0.671,13.245
-0.055,0.044,0.904,-17.212,-3.357,15.320
-0.049,0.039,0.859,-21.423,-5.676,16.602
-0.051,0.036,0.862,-21.240,-9.949,17.334
-0.062,0.020,0.883,-20.081,-13.123,17.639
-0.070,-0.009,0.896,-20.630,-14.893,17.029
-0.078,-0.031,0.925,-19.653,-15.991,16.907
-0.074,-0.042,0.931,-17.578,-16.052,17.639
-0.062,-0.040,0.931,-16.235,-15.320,18.250
