aX,aY,aZ,gX,gY,gZ
-0.316,-0.274,0.838,-28.809,53.467,-21.301
-0.293,-0.230,0.818,-33.630,45.532,-16.907
-0.275,-0.167,0.810,-34.912,37.842,-13.977
-0.282,-0.130,0.840,-33.508,26.855,-10.620
-0.288,-0.109,0.900,-29.114,16.846,-7.385
-0.297,-0.098,0.939,-25.940,9.644,-4.639
-0.311,-0.090,0.960,-23.743,7.751,-2.686
-0.322,-0.089,0.948,-20.874,6.348,1.221
-0.322,-0.076,0.894,-18.799,5.432,3.723
-0.333,-0.076,0.850,-9.216,0.061,8.240
-0.366,-0.104,0.845,-0.061,-3.845,12.695
-0.400,-0.137,0.832,4.395,-5.127,16.663
-0.416,-0.190,0.793,2.014,-4.761,17.700
-0.433,-0.211,0.772,-0.549,-5.066,16.418
-0.443,-0.227,0.756,-1.282,-5.066,16.724
-0.447,-0.263,0.762,-2.258,-3.662,19.043
-0.444,-0.280,0.787,-5.432,-2.625,21.545
-0.441,-0.282,0.820,-8.057,-2.197,24.231
-0.433,-0.285,0.851,-8.606,-2.319,27.344
-0.419,-0.286,0.878,-8.728,-2.991,30.212
-0.416,-0.286,0.918,-8.362,-3.418,33.203
-0.417,-0.285,0.960,-6.287,-4.028,36.499
-0.419,-0.289,0.993,-3.418,-3.662,40.710
-0.410,-0.281,1.019,-2.563,-2.502,43.274
-0.399,-0.274,1.026,-3.174,-0.305,44.739
-0.394,-0.260,1.032,-2.380,1.648,45.776
-0.380,-0.224,1.036,0.366,3.967,46.326
-0.361,-0.188,1.004,1.770,6.287,47.852
-0.347,-0.166,0.942,1.831,7.019,47.852
-0.322,-0.133,0.893,5.188,4.456,47.791
-0.312,-0.124,0.849,11.047,-0.061,52.551
-0.297,-0.120,0.817,15.747,-4.700,55.115
-0.286,-0.142,0.797,17.334,-9.949,56.030
-0.284,-0.140,0.802,18.005,-15.015,56.274
-0.281,-0.161,0.810,17.456,-16.357,61.401
-0.277,-0.176,0.832,14.587,-17.700,64.026
-0.292,-0.209,0.878,10.986,-17.212,67.139
-0.284,-0.207,0.912,3.418,-14.404,69.275
-0.261,-0.189,0.917,-2.991,-10.071,72.083
-0.233,-0.154,0.908,-7.446,-8.301,72.693
-0.210,-0.122,0.904,-9.155,-6.592,72.144
-0.196,-0.111,0.895,-6.531,-6.714,72.510
-0.186,-0.123,0.884,-2.319,-6.165,73.242
-0.183,-0.160,0.871,-0.793,-5.005,73.181
-0.187,-0.171,0.843,-2.319,-3.967,73.914
-0.172,-0.197,0.814,-3.479,-2.319,76.599
-0.156,-0.205,0.798,-7.568,-2.441,75.684
-0.149,-0.200,0.816,-11.108,-2.625,73.730
-0.133,-0.189,0.828,-13.916,-3.723,72.571
-0.105,-0.179,0.837,-14.465,-5.005,71.655
-0.075,-0.178,0.851,-13.916,-7.141,70.007
-0.064,-0.183,0.892,-12.573,-9.644,67.200
-0.062,-0.181,0.933,-10.864,-10.803,64.209
-0.056,-0.167,0.958,-6.958,-9.888,62.439
-0.046,-0.159,0.950,-2.502,-7.935,60.425
-0.043,-0.168,0.919,0.732,-5.981,58.044
-0.050,-0.202,0.892,0.854,-3.967,57.068
-0.052,-0.237,0.873,-2.930,-1.892,57.312
-0.035,-0.240,0.856,-10.193,0.427,56.519
-0.013,-0.233,0.850,-16.296,0.854,54.688
-0.001,-0.187,0.877,-18.188,-1.160,50.781
-0.003,-0.179,0.886,-16.235,-0.244,55.359
0.000,-0.189,0.890,-13.672,-0.366,56.030
-0.004,-0.180,0.891,-10.864,-2.747,55.115
0.000,-0.177,0.895,-9.888,-3.174,53.589
0.000,-0.177,0.899,-6.958,-4.150,52.917
-0.001,-0.173,0.908,-5.493,-4.883,50.659
-0.004,-0.175,0.922,-4.944,-5.859,48.218
-0.015,-0.185,0.950,-2.563,-6.470,46.692
-0.020,-0.193,0.964,-0.122,-5.676,46.082
-0.029,-0.204,0.940,0.610,-4.028,47.424
-0.033,-0.221,0.904,1.587,-4.761,49.805
-0.066,-0.243,0.895,-1.770,-6.409,56.213
-0.066,-0.221,0.866,-7.446,-5.432,53.284
-0.051,-0.203,0.855,-9.644,-5.005,50.598
-0.058,-0.176,0.871,-13.123,-5.859,47.241
-0.061,-0.153,0.886,-13.794,-5.737,43.335
-0.059,-0.141,0.887,-12.451,-6.958,40.100
-0.058,-0.141,0.880,-11.292,-8.301,36.011
-0.053,-0.119,0.886,-8.850,-11.780,30.457

1.696,-0.681,1.353,26.245,11.230,2.380
2.013,-0.684,1.320,24.231,21.301,-15.930
2.202,-0.632,1.250,34.973,25.818,-37.292
2.176,-0.598,1.206,51.758,29.236,-53.162
2.037,-0.587,1.113,67.139,33.081,-66.406
1.892,-0.600,0.942,83.374,32.104,-70.251
1.668,-0.571,0.871,86.548,26.733,-82.336
1.309,-0.559,0.804,59.570,16.113,-105.042
0.837,-0.604,0.789,34.546,0.000,-133.423
0.416,-0.606,0.874,24.658,-12.512,-161.316
0.009,-0.562,0.893,10.925,-16.907,-177.856
-0.307,-0.439,0.871,-8.301,-12.878,-194.641
-0.490,-0.373,0.754,-23.987,2.197,-212.036
-0.618,-0.313,0.703,-42.480,19.958,-235.352
-0.755,-0.412,0.594,-36.926,19.592,-240.845
-0.846,-0.482,0.577,-28.076,19.897,-240.295
-1.002,-0.568,0.511,-12.146,20.203,-235.901
-1.096,-0.584,0.439,2.686,18.188,-218.445
-1.249,-0.577,0.398,21.973,14.526,-192.139
-1.386,-0.547,0.383,23.254,12.817,-164.917
-1.473,-0.492,0.428,13.184,9.583,-137.756
-1.531,-0.447,0.516,0.244,13.245,-113.037
-1.574,-0.451,0.659,-11.780,22.034,-87.646
-1.516,-0.370,0.733,-27.588,35.156,-66.406
-1.379,-0.270,0.770,-39.856,46.814,-50.842
-1.260,-0.200,0.849,-39.429,50.232,-44.617
-1.177,-0.128,0.997,-31.128,50.232,-44.373
-1.057,-0.099,1.054,-21.667,49.255,-44.373
-0.963,-0.105,1.036,-12.451,46.753,-46.692
-0.897,-0.162,0.977,0.488,42.847,-44.067
-0.848,-0.204,0.926,18.555,35.706,-38.635
-0.803,-0.230,0.866,27.039,28.992,-29.968
-0.773,-0.271,0.830,34.668,21.912,-21.301
-0.725,-0.299,0.832,39.429,16.113,-11.353
-0.740,-0.333,0.818,37.048,7.019,-2.136
-0.685,-0.332,0.783,30.273,5.554,1.465
-0.639,-0.306,0.769,21.729,3.723,7.080
-0.595,-0.281,0.757,14.404,1.953,13.550
-0.552,-0.235,0.773,8.667,1.099,17.029
-0.519,-0.197,0.788,6.409,-3.479,18.616
-0.482,-0.164,0.772,1.953,-7.629,16.968
-0.441,-0.142,0.733,-0.854,-9.460,18.494
-0.416,-0.150,0.743,0.854,-12.756,22.766
-0.410,-0.149,0.782,3.418,-19.714,26.428
-0.398,-0.139,0.819,-0.061,-22.156,28.320
-0.386,-0.156,0.848,-3.540,-24.414,31.250
-0.382,-0.163,0.888,-0.793,-25.146,34.729
-0.359,-0.162,0.900,-1.709,-22.583,36.682
-0.327,-0.142,0.906,-4.089,-20.813,37.048
-0.323,-0.138,0.938,1.953,-20.142,39.124
-0.321,-0.146,0.976,6.470,-19.043,39.673
-0.327,-0.162,0.983,7.324,-18.738,38.696
-0.334,-0.190,0.993,9.277,-17.944,38.574
-0.350,-0.217,1.007,10.681,-18.066,38.940
-0.345,-0.231,0.990,9.277,-16.907,39.551
-0.323,-0.252,0.971,4.395,-15.991,37.537
-0.330,-0.230,0.948,3.540,-18.005,35.767
-0.324,-0.216,0.942,3.174,-17.151,37.476
-0.308,-0.197,0.927,-1.526,-13.916,38.513
-0.271,-0.174,0.877,-5.066,-12.512,37.842
-0.245,-0.154,0.851,-3.174,-14.343,37.903
-0.232,-0.151,0.846,1.343,-19.043,37.964
-0.235,-0.172,0.855,5.493,-22.827,38.696
-0.244,-0.194,0.891,9.583,-24.780,39.978
-0.239,-0.202,0.912,8.362,-23.804,41.748
-0.219,-0.187,0.914,2.686,-21.851,42.358
-0.199,-0.154,0.933,-1.038,-19.775,43.274
-0.167,-0.124,0.939,-1.465,-20.020,43.457
-0.143,-0.096,0.951,2.502,-20.813,42.969
-0.123,-0.091,0.947,8.728,-20.935,43.213
-0.107,-0.080,0.915,14.526,-20.691,42.847
-0.098,-0.091,0.884,18.433,-20.447,43.213
-0.101,-0.103,0.855,21.118,-20.020,43.213
-0.112,-0.116,0.845,22.949,-19.531,44.434
-0.119,-0.125,0.844,20.996,-18.860,45.898
-0.106,-0.127,0.819,15.930,-17.761,46.631
-0.080,-0.123,0.792,11.353,-19.409,47.363
-0.074,-0.115,0.821,9.644,-18.860,48.828
-0.077,-0.117,0.861,6.592,-17.395,50.293
-0.084,-0.111,0.885,3.052,-15.198,49.377
-0.045,-0.064,0.881,2.258,-9.888,44.006
-0.043,-0.054,0.874,1.953,-9.399,45.166
-0.042,-0.059,0.860,1.343,-8.728,43.701
-0.046,-0.087,0.848,5.920,-10.010,42.419
-0.041,-0.108,0.840,9.338,-10.193,40.344
-0.024,-0.121,0.828,7.812,-10.742,39.246
-0.032,-0.122,0.840,8.240,-13.794,40.894
-0.027,-0.118,0.847,8.850,-13.306,40.344
-0.015,-0.143,0.873,13.184,-13.428,42.603
-0.026,-0.145,0.900,11.841,-13.977,45.044
-0.035,-0.145,0.906,5.188,-10.925,45.776
-0.027,-0.152,0.892,0.244,-9.399,45.898
-0.032,-0.123,0.903,-2.319,-9.399,43.213
-0.027,-0.125,0.912,-3.113,-6.775,44.617
-0.038,-0.127,0.901,-5.981,-5.249,44.678
-0.030,-0.149,0.874,-2.808,-5.249,44.006
-0.026,-0.162,0.872,6.287,-9.155,47.485
-0.031,-0.170,0.877,9.521,-11.658,45.898
-0.037,-0.187,0.886,8.301,-12.817,45.593
-0.033,-0.178,0.892,7.568,-14.893,43.030
-0.033,-0.164,0.915,7.874,-14.221,42.480
-0.039,-0.128,0.927,8.850,-13.855,45.471
-0.014,-0.125,0.917,7.690,-10.437,44.678
-0.003,-0.080,0.937,6.897,-7.385,42.236
-0.008,-0.040,0.931,9.888,-6.470,43.396
0.014,-0.042,0.925,18.433,-6.836,45.593
0.011,-0.027,0.925,23.621,-10.254,41.992
-0.000,-0.027,0.924,21.362,-10.071,38.025
-0.007,-0.029,0.924,16.907,-9.949,33.325
-0.012,-0.023,0.935,13.000,-11.414,29.663
-0.009,-0.030,0.935,9.827,-13.123,26.062
-0.011,-0.015,0.948,14.465,-16.541,26.001
-0.001,-0.019,0.953,11.414,-13.245,23.193
0.006,-0.028,0.951,3.601,-11.108,17.883
0.010,-0.032,0.944,0.061,-11.719,15.869
0.007,-0.031,0.953,-0.549,-11.902,14.648
0.004,-0.028,0.953,-0.732,-11.230,15.991
-0.001,-0.034,0.937,-4.272,-8.911,16.418
-0.003,-0.031,0.907,-4.028,-7.996,17.395

1.582,-0.455,1.464,-7.446,45.044,-58.899
1.606,-0.466,1.417,-10.864,61.401,-54.321
1.664,-0.392,1.269,-27.771,81.726,-59.570
1.735,-0.240,1.097,-47.668,86.914,-77.332
1.732,-0.206,0.851,-56.763,76.782,-98.877
1.661,-0.274,0.713,-36.682,57.251,-118.164
1.584,-0.471,0.718,-4.150,37.537,-130.310
1.422,-0.812,0.800,11.414,28.992,-135.010
1.176,-1.088,0.862,7.141,28.931,-133.301
0.965,-1.125,0.858,8.362,30.151,-125.610
0.725,-0.939,0.808,12.146,30.457,-114.929
0.556,-0.649,0.694,7.568,30.579,-112.122
0.238,-0.438,0.520,-3.418,24.597,-122.864
-0.117,-0.265,0.499,-13.184,17.273,-143.127
-0.436,-0.090,0.678,-23.071,21.362,-168.213
-0.753,-0.022,0.811,-57.190,42.480,-189.209
-0.947,-0.063,0.748,-56.274,57.434,-196.106
-1.026,-0.086,0.559,-13.000,50.598,-189.636
-1.032,-0.262,0.315,39.917,32.837,-180.481
-1.071,-0.446,0.281,78.064,6.958,-173.889
-1.154,-0.592,0.367,82.947,-15.259,-163.391
-1.171,-0.621,0.486,72.388,-14.954,-145.508
-1.136,-0.538,0.639,54.443,-9.644,-124.939
-1.042,-0.387,0.792,31.494,-2.075,-108.215
-0.973,-0.224,0.904,3.479,7.812,-102.905
-0.952,-0.092,0.967,-9.644,14.526,-102.417
-0.979,-0.030,1.012,-9.949,16.174,-98.206
-1.014,-0.007,0.981,-6.531,15.564,-89.661
-1.036,-0.064,0.877,4.517,12.695,-76.721
-1.049,-0.168,0.772,14.160,8.789,-61.462
-1.085,-0.340,0.683,16.724,5.188,-48.035
-1.172,-0.457,0.717,15.137,3.967,-31.250
-1.189,-0.472,0.765,3.845,6.165,-11.841
-1.151,-0.433,0.764,-12.756,3.906,4.211
-1.074,-0.312,0.778,-24.109,4.578,9.949
-0.997,-0.237,0.782,-32.715,8.240,10.376
-0.941,-0.192,0.792,-32.776,7.324,7.507
-0.902,-0.202,0.811,-25.452,1.099,8.850
-0.862,-0.274,0.829,-17.395,-5.981,12.268
-0.820,-0.345,0.861,-15.259,-9.155,16.724
-0.757,-0.348,0.892,-18.555,-9.644,22.583
-0.691,-0.349,0.892,-21.790,-10.864,30.090
-0.608,-0.314,0.914,-19.958,-12.390,35.583
-0.522,-0.256,0.949,-20.752,-7.935,42.603
-0.466,-0.218,0.993,-14.526,-8.423,52.368
-0.419,-0.177,1.049,-9.949,-10.010,56.641
-0.384,-0.135,1.073,-10.010,-9.338,57.373
-0.343,-0.111,1.069,-4.700,-8.362,59.265
-0.326,-0.100,1.060,2.808,-8.362,59.998
-0.312,-0.108,1.043,5.676,-8.057,59.265
-0.304,-0.115,1.017,8.118,-5.432,59.021
-0.277,-0.117,0.954,9.155,-3.479,57.983
-0.257,-0.111,0.881,7.324,-3.540,55.664
-0.238,-0.109,0.816,4.944,-5.310,57.556
-0.224,-0.121,0.758,7.690,-9.705,61.401
-0.220,-0.146,0.757,7.690,-11.658,63.354
-0.222,-0.162,0.787,10.559,-16.846,65.552
-0.230,-0.190,0.833,10.559,-19.653,67.139
-0.215,-0.224,0.845,8.911,-20.447,68.726
-0.190,-0.248,0.873,10.010,-20.569,70.374
-0.181,-0.247,0.942,13.855,-21.973,72.205
-0.164,-0.249,0.968,13.550,-20.020,73.425
-0.135,-0.254,0.950,6.653,-16.968,70.129
-0.110,-0.236,0.909,-0.183,-15.076,65.979
-0.091,-0.233,0.883,-2.014,-14.832,64.636
-0.092,-0.226,0.880,-3.174,-14.282,61.218
-0.059,-0.211,0.880,-7.568,-10.803,58.044
-0.052,-0.214,0.874,-12.634,-9.644,58.105
-0.022,-0.183,0.877,-14.709,-9.766,57.983
0.006,-0.158,0.898,-11.658,-10.803,59.998
0.022,-0.149,0.914,-7.568,-12.329,60.181
0.029,-0.158,0.928,-4.517,-11.963,59.143
0.027,-0.180,0.953,-2.441,-11.597,57.739
0.034,-0.198,0.947,-0.793,-11.108,56.519
0.054,-0.197,0.935,2.502,-12.268,55.115
0.066,-0.193,0.935,4.150,-14.343,52.490
0.071,-0.203,0.928,5.188,-17.456,49.988
0.082,-0.204,0.921,7.141,-19.714,47.852
0.091,-0.186,0.923,8.118,-21.973,44.739
0.081,-0.161,0.932,8.850,-23.376,41.626
0.073,-0.130,0.930,9.277,-23.132,38.513
0.065,-0.125,0.906,11.414,-22.278,36.560
0.051,-0.127,0.896,14.404,-20.447,34.851
0.040,-0.168,0.889,15.869,-18.066,36.072
0.037,-0.186,0.864,11.841,-15.076,37.048
0.038,-0.197,0.841,5.859,-11.719,40.771
0.045,-0.185,0.833,-2.563,-9.094,42.786
0.064,-0.154,0.830,-7.568,-10.803,44.312
0.069,-0.135,0.864,-8.423,-12.024,44.739
0.082,-0.123,0.909,-4.639,-13.000,45.166
0.101,-0.119,0.921,-0.549,-13.550,43.884
0.115,-0.123,0.923,1.831,-13.245,40.405
0.113,-0.138,0.920,5.554,-14.160,36.377
0.094,-0.142,0.937,11.536,-15.076,33.569
0.092,-0.141,0.935,14.771,-14.404,32.654
0.090,-0.145,0.911,15.503,-12.695,30.823
0.075,-0.146,0.905,17.151,-9.949,29.846
0.054,-0.180,0.903,16.235,-7.935,32.532
0.031,-0.199,0.923,9.155,-5.127,30.640
0.036,-0.176,0.930,2.869,-0.977,30.396
0.051,-0.153,0.910,-3.052,5.737,29.236
0.070,-0.114,0.881,-4.761,3.296,27.466
0.079,-0.093,0.875,-5.127,-0.549,26.245
0.081,-0.083,0.877,-5.737,-1.831,23.254
0.074,-0.084,0.881,-4.761,-4.211,20.325
0.070,-0.091,0.890,-3.479,-5.859,17.700
0.059,-0.096,0.916,-0.610,-8.118,16.174
0.054,-0.102,0.923,-1.038,-7.690,14.343
0.051,-0.103,0.931,-1.038,-6.897,13.672
0.049,-0.117,0.933,-0.183,-6.287,13.672
0.046,-0.122,0.926,0.305,-6.470,14.282
0.040,-0.134,0.914,0.122,-4.700,15.625
0.031,-0.138,0.899,-1.709,-3.784,15.869
0.016,-0.134,0.887,-6.042,-2.014,16.541
0.012,-0.118,0.881,-7.690,-1.709,18.433
0.009,-0.095,0.875,-8.728,-2.014,19.287
0.016,-0.080,0.857,-10.803,-3.174,18.433
0.021,-0.074,0.839,-10.437,-5.493,17.395
0.018,-0.068,0.848,-8.423,-7.507,16.968

1.879,-0.625,1.098,58.472,-24.902,-38.025
2.058,-0.711,1.009,52.368,-16.541,-58.655
2.019,-0.740,0.873,34.241,-2.747,-73.608
1.890,-0.646,0.836,18.982,16.663,-83.740
1.730,-0.483,0.838,-0.061,37.170,-86.670
1.569,-0.386,0.819,-16.724,51.025,-90.881
1.371,-0.333,0.846,-22.888,55.054,-104.858
1.138,-0.422,0.888,-24.109,45.044,-118.530
0.874,-0.656,0.869,-13.489,29.114,-133.606
0.613,-0.912,0.868,14.587,5.798,-146.362
0.374,-0.963,0.898,33.691,-14.160,-157.654
0.154,-0.891,0.912,28.625,-20.447,-161.011
-0.038,-0.615,0.802,7.507,-31.128,-177.673
-0.269,-0.210,0.648,-26.611,-32.043,-207.642
-0.542,0.099,0.657,-57.312,-25.818,-226.807
-0.898,0.257,0.776,-74.219,-19.287,-240.479
-1.181,0.242,0.817,-59.998,-10.559,-240.967
-1.374,0.011,0.756,-11.230,-8.972,-218.140
-1.489,-0.340,0.662,32.349,-6.470,-190.674
-1.570,-0.586,0.621,55.054,-7.263,-168.335
-1.592,-0.687,0.644,60.974,-7.996,-155.457
-1.556,-0.791,0.686,55.847,-5.920,-133.667
-1.413,-0.781,0.743,39.917,-4.578,-116.943
-1.242,-0.639,0.852,15.991,-1.526,-108.704
-1.050,-0.452,0.961,-6.409,4.578,-102.234
-0.854,-0.269,1.030,-22.400,13.672,-95.459
-0.693,-0.125,1.060,-29.358,17.151,-90.515
-0.564,-0.043,1.069,-30.334,23.254,-89.661
-0.447,-0.004,1.008,-27.405,26.245,-88.013
-0.380,-0.051,0.954,-15.259,25.757,-80.933
-0.362,-0.126,0.900,4.272,16.479,-71.167
-0.393,-0.212,0.914,15.991,11.719,-58.472
-0.424,-0.291,0.908,12.573,9.705,-46.143
-0.465,-0.357,0.882,5.249,8.850,-31.799
-0.472,-0.354,0.863,-3.479,11.292,-18.311
-0.497,-0.368,0.888,-8.850,15.930,-3.906
-0.500,-0.357,0.905,-18.799,18.494,7.507
-0.491,-0.338,0.904,-22.644,17.944,15.686
-0.479,-0.299,0.884,-23.132,14.221,19.958
-0.497,-0.292,0.886,-13.367,5.676,27.649
-0.492,-0.310,0.886,-6.348,2.075,36.072
-0.497,-0.284,0.921,2.014,-4.272,45.776
-0.459,-0.219,0.923,3.540,-5.127,49.438
-0.425,-0.136,0.931,-3.845,-1.099,46.143
-0.404,-0.069,0.918,-13.489,0.793,39.734
-0.393,-0.035,0.904,-14.099,0.305,34.302
-0.376,0.006,0.867,-7.446,-2.747,32.776
-0.354,-0.009,0.829,2.197,-3.601,36.133
-0.333,-0.042,0.793,8.911,-3.845,39.063
-0.314,-0.055,0.766,8.362,-6.226,38.025
-0.305,-0.105,0.766,8.667,-8.545,40.222
-0.298,-0.148,0.790,7.385,-9.827,42.542
-0.287,-0.187,0.833,4.822,-9.949,46.021
-0.266,-0.197,0.880,2.197,-9.521,49.988
-0.246,-0.200,0.917,-3.479,-8.179,52.368
-0.221,-0.208,0.944,-8.301,-7.629,54.077
-0.213,-0.211,1.004,-7.751,-7.446,55.237
-0.216,-0.205,1.064,-3.601,-6.897,58.044
-0.202,-0.203,1.061,1.709,-5.127,60.242
-0.192,-0.204,1.039,5.737,-3.601,59.692
-0.187,-0.196,1.005,7.690,-3.052,57.983
-0.182,-0.208,0.954,11.902,-3.052,57.800
-0.187,-0.228,0.923,14.832,-3.113,58.899
-0.194,-0.242,0.901,13.367,-0.916,60.364
-0.186,-0.238,0.872,7.629,-0.671,59.998
-0.163,-0.215,0.828,2.136,-1.709,60.791
-0.140,-0.189,0.808,0.793,-4.517,64.575
-0.124,-0.179,0.832,2.441,-7.996,67.383
-0.124,-0.171,0.894,2.197,-10.376,66.528
-0.124,-0.170,0.942,3.845,-10.742,67.017
-0.117,-0.173,0.956,5.005,-9.094,67.505
-0.101,-0.181,0.931,4.211,-6.714,66.833
-0.084,-0.186,0.903,2.441,-5.676,65.674
-0.083,-0.190,0.891,-0.183,-5.615,64.697
-0.078,-0.194,0.880,-4.761,-4.395,65.063
-0.071,-0.185,0.871,-8.728,-3.357,65.979
-0.049,-0.176,0.858,-13.794,-1.526,66.772
-0.021,-0.159,0.847,-18.433,-2.075,64.575
0.009,-0.138,0.856,-19.775,-3.540,62.012
0.017,-0.134,0.883,-17.334,-7.935,59.082
0.029,-0.109,0.910,-10.376,-9.888,54.932
0.030,-0.140,0.923,-4.517,-11.108,54.871
0.005,-0.160,0.951,0.122,-11.230,52.795
0.009,-0.192,0.942,1.648,-10.010,53.833
0.027,-0.189,0.917,1.282,-8.240,54.932
0.052,-0.195,0.895,2.319,-10.010,56.396
0.055,-0.196,0.925,6.592,-13.428,56.396
0.049,-0.209,0.963,8.606,-14.221,56.702
0.051,-0.219,0.973,7.202,-13.794,55.542
0.058,-0.209,0.957,6.958,-12.939,54.199
0.061,-0.188,0.929,6.836,-11.475,52.917
0.062,-0.197,0.884,7.751,-11.353,51.025
0.048,-0.190,0.868,7.629,-12.817,46.936
0.040,-0.201,0.859,6.958,-13.672,45.471
0.029,-0.216,0.871,4.761,-14.587,44.189
0.015,-0.232,0.905,3.174,-13.855,44.739
0.021,-0.232,0.920,-0.366,-10.620,45.044
0.045,-0.210,0.914,-4.761,-7.751,44.922
0.067,-0.188,0.896,-6.165,-7.507,43.884
0.077,-0.170,0.889,-5.432,-8.057,41.870
0.068,-0.152,0.888,-2.808,-10.254,39.246
0.065,-0.162,0.901,-0.305,-10.620,39.246
0.061,-0.167,0.917,-0.122,-12.085,37.720
0.052,-0.171,0.943,0.183,-12.817,37.231
0.041,-0.181,0.939,0.732,-10.742,35.583
0.048,-0.194,0.936,-0.793,-7.751,35.583
0.048,-0.158,0.927,-0.427,-8.667,33.386
0.053,-0.141,0.927,1.465,-7.141,31.189
0.059,-0.136,0.918,3.174,-7.751,29.419
0.075,-0.120,0.886,4.822,-10.498,27.405
0.065,-0.116,0.905,8.545,-9.277,25.146
0.062,-0.125,0.913,11.169,-7.935,27.222
0.056,-0.131,0.911,9.338,-6.714,27.771
0.050,-0.141,0.907,5.188,-2.808,27.710
0.047,-0.139,0.893,0.671,-1.648,26.489
0.049,-0.140,0.874,-2.686,-1.099,26.428
0.041,-0.140,0.874,-4.272,-2.319,26.489
0.040,-0.133,0.873,-6.165,-3.601,25.818
0.036,-0.128,0.896,-8.179,-4.272,24.170

1.812,-0.742,1.182,46.570,-5.249,21.057
2.009,-0.839,1.269,25.208,0.549,9.033
2.101,-0.897,1.268,-1.831,14.648,9.338
2.152,-0.760,1.203,-18.127,32.654,0.732
2.077,-0.537,1.101,-20.813,37.720,-22.400
1.984,-0.328,0.994,-12.268,33.752,-50.110
1.805,-0.287,0.869,-1.831,12.939,-83.496
1.468,-0.350,0.875,4.272,-5.737,-117.432
0.958,-0.492,1.017,-4.456,-11.475,-142.456
0.589,-0.576,1.160,-18.616,3.662,-165.710
0.251,-0.648,1.192,-36.865,17.639,-177.429
-0.035,-0.624,1.208,-40.405,24.414,-187.378
-0.201,-0.526,1.221,-36.743,35.278,-203.613
-0.291,-0.465,1.090,-18.005,32.715,-221.191
-0.415,-0.413,0.829,14.038,20.508,-240.540
-0.598,-0.453,0.472,56.091,1.038,-231.384
-0.907,-0.695,0.248,95.276,-19.531,-207.397
-1.255,-0.879,0.278,107.666,-33.630,-184.204
-1.527,-1.031,0.380,84.229,-35.034,-158.997
-1.606,-0.934,0.454,34.363,-21.667,-139.221
-1.515,-0.647,0.496,-15.320,-8.789,-130.981
-1.355,-0.348,0.548,-34.302,-2.991,-124.207
-1.228,-0.156,0.723,-24.170,2.991,-119.385
-1.084,-0.082,0.879,2.258,5.249,-113.037
-1.020,-0.074,0.938,12.268,6.348,-112.122
-0.922,-0.108,0.984,20.874,7.385,-114.868
-0.819,-0.189,0.987,27.161,6.836,-112.671
-0.730,-0.217,1.009,28.259,8.484,-108.521
-0.691,-0.201,1.043,15.686,17.517,-105.896
-0.607,-0.182,1.055,11.047,25.452,-91.431
-0.562,-0.125,1.087,1.282,30.579,-76.172
-0.492,-0.017,1.021,-14.893,39.795,-66.101
-0.405,0.024,0.872,-18.799,41.626,-54.749
-0.366,0.029,0.792,-10.254,35.278,-44.617
-0.365,-0.006,0.789,-5.249,29.480,-38.757
-0.392,-0.044,0.779,-5.188,20.996,-35.583
-0.425,-0.075,0.764,-11.108,18.372,-32.532
-0.450,-0.112,0.737,-15.442,18.127,-26.672
-0.500,-0.150,0.757,-17.212,17.456,-21.790
-0.527,-0.160,0.770,-17.639,11.963,-14.832
-0.534,-0.163,0.791,-20.203,8.545,-7.263
-0.521,-0.139,0.827,-25.513,7.202,-2.502
-0.513,-0.124,0.870,-26.184,5.432,2.808
-0.497,-0.117,0.896,-21.301,2.014,8.179
-0.492,-0.116,0.919,-13.306,0.183,13.489
-0.477,-0.121,0.926,-6.409,0.610,17.517
-0.469,-0.137,0.934,-1.831,-1.038,18.921
-0.482,-0.163,0.942,1.526,-0.549,19.897
-0.479,-0.198,0.925,3.784,1.953,21.667
-0.472,-0.221,0.886,4.272,4.333,25.513
-0.456,-0.224,0.864,2.625,5.676,28.687
-0.436,-0.224,0.860,0.244,5.798,31.738
-0.412,-0.213,0.858,-2.991,5.188,34.119
-0.387,-0.205,0.859,-5.676,4.761,36.682
-0.374,-0.194,0.889,-4.272,3.235,39.795
-0.365,-0.180,0.929,-3.479,3.357,43.457
-0.354,-0.169,0.969,-4.395,5.127,45.044
-0.337,-0.142,0.996,-5.066,5.737,46.631
-0.310,-0.119,0.984,-3.601,6.226,48.035
-0.285,-0.117,0.975,1.892,6.042,49.438
-0.279,-0.136,0.975,6.104,5.737,50.110
-0.265,-0.166,0.953,6.714,5.066,50.293
-0.251,-0.196,0.939,5.432,4.333,49.988
-0.242,-0.211,0.923,5.249,2.258,51.514
-0.229,-0.218,0.895,5.737,-0.183,54.260
-0.212,-0.231,0.849,4.333,-2.502,57.373
-0.202,-0.213,0.837,3.540,-5.737,59.143
-0.192,-0.199,0.841,3.418,-7.996,62.012
-0.192,-0.191,0.850,2.319,-9.766,61.951
-0.170,-0.141,0.853,5.981,-8.362,55.359
-0.174,-0.136,0.861,15.747,-9.094,59.448
-0.152,-0.150,0.898,23.132,-10.742,59.814
-0.154,-0.163,0.918,19.531,-10.498,57.251
-0.155,-0.185,0.925,16.357,-9.583,55.237
-0.151,-0.194,0.912,16.479,-10.010,54.932
-0.144,-0.186,0.889,20.447,-10.437,56.458
-0.145,-0.176,0.885,26.672,-7.690,62.256
